# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Dec 14 14:04:00 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_dens:        Stellar Density [g/cm**3]
#
loc_rowid,pl_name,pl_controv_flag,pl_orbper,pl_orbsmax,pl_masse,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens
17095,Kepler-229 d,0,41.19491200,0.220000,,,,,,,,5120.00,0.73,,,,4.63,,
17096,Kepler-229 d,0,41.19274000,0.216000,,,,0.000000,,405,,5099.00,0.70,0.79,,,4.65,1.100,
17097,Kepler-23 b,0,7.10694385,0.074200,,,,0.000000,449.39,1174,,5828.00,1.55,1.08,-0.050,,4.09,,0.1289
17098,Kepler-23 b,0,7.10694385,0.074200,,,,0.000000,449.39,1174,,5828.00,1.55,1.08,-0.050,,4.09,,0.1289
17099,Kepler-23 b,0,7.10695741,,,,,,,,,5861.98,1.53,1.06,-0.112,0.398,4.09,,0.4150
17100,Kepler-23 b,0,7.10697755,,,,,,,,,5861.98,1.53,1.06,-0.112,0.398,4.09,,0.4150
17101,Kepler-23 b,0,7.10699500,,,,,0.060000,,,,5861.98,1.53,1.06,-0.112,0.398,4.09,,0.4150
17102,Kepler-23 b,0,7.10694385,,,,,,,,,5880.00,1.57,1.10,0.030,,4.09,6.610,
17103,Kepler-23 b,0,7.10690000,0.077000,,,,0.000000,,1336,,6142.00,1.87,1.19,,,3.97,4.900,
17104,Kepler-23 b,0,7.10695741,0.073300,,,,0.000000,422.80,1157,,5761.00,1.52,1.04,0.060,,4.09,,0.4516
17105,Kepler-23 b,0,,,,,,,446.11,,,5823.00,1.52,,,,,,
17106,Kepler-23 b,0,7.10730000,0.075000,254.30000,254.30000,,,,,,5760.00,1.52,1.11,-0.090,0.362,4.00,6.000,
17107,Kepler-23 b,0,7.10694385,0.074200,,,,0.000000,449.39,1174,,5828.00,1.55,1.08,-0.050,,4.09,,0.1289
17108,Kepler-23 b,0,7.10709728,,,,,,,,,5861.98,1.53,1.06,-0.112,0.398,4.09,,0.4150
17109,Kepler-23 b,0,7.10700000,,15.20000,15.20000,,,,,,,1.55,1.08,,,,,
17110,Kepler-23 c,0,10.74244700,0.101000,,,,0.000000,,1166,,6142.00,1.87,1.19,,,3.97,4.900,
17111,Kepler-23 c,0,10.74210000,0.099000,858.10000,858.10000,,,,,,5760.00,1.52,1.11,-0.090,0.362,4.00,6.000,
17112,Kepler-23 c,0,10.74242766,0.097700,,,,0.000000,259.20,1023,,5828.00,1.55,1.08,-0.050,,4.09,,0.4205
17113,Kepler-23 c,0,10.74242766,0.097700,,,,0.000000,259.20,1023,,5828.00,1.55,1.08,-0.050,,4.09,,0.4205
17114,Kepler-23 c,0,10.74200000,,60.20000,60.20000,,,,,,,1.55,1.08,,,,,
17115,Kepler-23 c,0,10.74241765,,,,,,,,,5861.98,1.53,1.06,-0.112,0.398,4.09,,0.4150
17116,Kepler-23 c,0,10.74241765,0.096500,,,,0.000000,243.94,1008,,5761.00,1.52,1.04,0.060,,4.09,,0.4299
17117,Kepler-23 c,0,10.74242766,0.097700,,,,0.000000,259.20,1023,,5828.00,1.55,1.08,-0.050,,4.09,,0.4205
17118,Kepler-23 c,0,,,,,,,257.39,,,5823.00,1.52,,,,,,
17119,Kepler-23 c,0,10.74243400,,,,,0.020000,,,,5861.98,1.53,1.06,-0.112,0.398,4.09,,0.4150
17120,Kepler-23 c,0,10.74242766,,,,,,,,,5880.00,1.57,1.10,0.030,,4.09,6.610,
17121,Kepler-23 c,0,10.74244253,,,,,,,,,5861.98,1.53,1.06,-0.112,0.398,4.09,,0.4150
17122,Kepler-23 d,0,15.27429000,,,,,0.080000,,,,5861.98,1.53,1.06,-0.112,0.398,4.09,,0.4150
17123,Kepler-23 d,0,,,,,,,161.04,,,5823.00,1.52,,,,,,
17124,Kepler-23 d,0,15.27448000,0.128000,,,,0.000000,,1036,,6142.00,1.87,1.19,,,3.97,4.900,
17125,Kepler-23 d,0,15.27445486,,,,,,,,,5861.98,1.53,1.06,-0.112,0.398,4.09,,0.4150
17126,Kepler-23 d,0,15.27400000,,17.60000,17.60000,,,,,,,1.55,1.08,,,,,
17127,Kepler-23 d,0,15.27458613,,,,,,,,,5861.98,1.53,1.06,-0.112,0.398,4.09,,0.4150
17128,Kepler-23 d,0,15.27438229,0.123500,,,,0.000000,162.22,910,,5828.00,1.55,1.08,-0.050,,4.09,,0.5413
17129,Kepler-23 d,0,15.27443889,0.122000,,,,0.000000,152.62,896,,5761.00,1.52,1.04,0.060,,4.09,,0.5776
17130,Kepler-23 d,0,15.27443889,,,,,,,,,5861.98,1.53,1.06,-0.112,0.398,4.09,,0.4150
17131,Kepler-23 d,0,15.27438229,,,,,,,,,5880.00,1.57,1.10,0.030,,4.09,6.610,
17132,Kepler-23 d,0,15.27438229,0.123500,,,,0.000000,162.22,910,,5828.00,1.55,1.08,-0.050,,4.09,,0.5413
17133,Kepler-23 d,0,15.27429900,0.124000,,,,,,,,5828.00,1.55,,,,4.09,,
17134,Kepler-23 d,0,15.27438229,0.123500,,,,0.000000,162.22,910,,5828.00,1.55,1.08,-0.050,,4.09,,0.5413
17135,Kepler-230 b,0,32.62882975,,,,,,,,,5328.00,0.81,0.84,-0.140,,4.56,4.370,
17136,Kepler-230 b,0,32.62882975,0.189000,,,,0.000000,15.48,506,,5588.00,0.80,0.85,-0.300,,4.56,,9.5169
17137,Kepler-230 b,0,,,,,,,11.82,,,5253.00,0.79,,,,,,
17138,Kepler-230 b,0,32.62876672,0.188900,,,,0.000000,15.55,506,,5586.00,0.80,0.84,-0.300,,4.56,,2.7909
17139,Kepler-230 b,0,32.62882975,0.189000,,,,0.000000,15.48,506,,5588.00,0.80,0.85,-0.300,,4.56,,9.5169
17140,Kepler-230 b,0,32.62555500,0.191000,,,,,,,,5588.00,0.82,,,,4.55,,
17141,Kepler-230 b,0,32.62876672,,,,,,,,,5333.00,0.77,0.92,,-0.368,4.63,,2.8746
17142,Kepler-230 b,0,32.62882975,0.189000,,,,0.000000,15.48,506,,5588.00,0.80,0.85,-0.300,,4.56,,9.5169
17143,Kepler-230 b,0,32.62885195,,,,,,,,,5333.00,0.77,0.92,,-0.368,4.63,,2.8746
17144,Kepler-230 b,0,32.62501000,0.194000,,,,0.000000,,513,,5608.00,0.83,0.92,,,4.56,1.800,
17145,Kepler-230 c,0,91.77328620,,,,,,,,,5333.00,0.77,0.92,,-0.368,4.63,,2.8746
17146,Kepler-230 c,0,91.77324200,0.380000,,,,,,,,5588.00,0.82,,,,4.55,,
17147,Kepler-230 c,0,91.77221000,0.376700,,,,0.000000,3.90,358,,5588.00,0.80,0.85,-0.300,,4.56,,2.6883
17148,Kepler-230 c,0,91.77221000,,,,,,,,,5328.00,0.81,0.84,-0.140,,4.56,4.370,
17149,Kepler-230 c,0,91.78721127,,,,,,,,,5333.00,0.77,0.92,,-0.368,4.63,,2.8746
17150,Kepler-230 c,0,91.77430000,0.387000,,,,0.000000,,363,,5608.00,0.83,0.92,,,4.56,1.800,
17151,Kepler-230 c,0,91.77716205,,,,,,,,,5333.00,0.77,0.92,,-0.368,4.63,,2.8746
17152,Kepler-230 c,0,91.77221000,0.376700,,,,0.000000,3.90,358,,5588.00,0.80,0.85,-0.300,,4.56,,2.6883
17153,Kepler-230 c,0,91.77221000,0.376700,,,,0.000000,3.90,358,,5588.00,0.80,0.85,-0.300,,4.56,,2.6883
17154,Kepler-230 c,0,,,,,,,2.98,,,5253.00,0.79,,,,,,
17155,Kepler-230 c,0,91.77328620,0.376400,,,,0.000000,3.92,359,,5586.00,0.80,0.84,-0.300,,4.56,,1.6056
17156,Kepler-231 b,0,10.06500000,,35.40000,35.40000,,,,,,,0.61,0.65,,,,,
17157,Kepler-231 b,0,10.06524317,,,,,,,,,4079.00,0.59,0.64,,-1.059,4.70,,4.3636
17158,Kepler-231 b,0,10.06525843,0.072900,,,,0.000000,7.81,426,,3767.00,0.48,0.51,-0.100,,4.78,,33.2720
17159,Kepler-231 b,0,10.06527500,0.074000,,,,,,,,3767.00,0.49,,,,4.78,,
17160,Kepler-231 b,0,10.06525843,,,,,,,,,4147.00,0.57,0.59,-0.260,,4.70,3.470,
17161,Kepler-231 b,0,10.06523212,,,,,,,,,4079.00,0.59,0.64,,-1.059,4.70,,4.3636
17162,Kepler-231 b,0,10.06518600,0.076000,,,,0.000000,,503,,4237.00,0.55,0.58,,,4.72,13.800,
17163,Kepler-231 b,0,10.06525843,0.072900,,,,0.000000,7.81,426,,3767.00,0.48,0.51,-0.100,,4.78,,33.2720
17164,Kepler-231 b,0,,,,,,,14.88,,,4078.00,0.59,,,,,,
17165,Kepler-231 b,0,10.06525147,,,,,,7.83,,,4079.00,0.59,0.64,,-1.059,4.70,,4.3636
17166,Kepler-231 b,0,10.06524317,0.076000,,,,0.000000,13.43,488,,4077.00,0.56,0.58,-0.240,,4.70,,18.0967
17167,Kepler-231 b,0,10.06525843,0.072900,,,,0.000000,7.81,426,,3767.00,0.48,0.51,-0.100,,4.78,,33.2720
17168,Kepler-231 b,0,10.06524580,,,,,,,,,4079.00,0.59,0.64,,-1.059,4.70,,4.3636
17169,Kepler-231 b,0,,,,,,,14.74,,,4078.00,0.61,0.65,,-1.036,,,
17170,Kepler-231 c,0,19.27154680,0.112500,,,,0.000000,3.28,343,,3767.00,0.48,0.51,-0.100,,4.78,,7.1621
17171,Kepler-231 c,0,19.27103179,,,,,,3.29,,,4079.00,0.59,0.64,,-1.059,4.70,,4.3636
17172,Kepler-231 c,0,,,,,,,6.27,,,4078.00,0.59,,,,,,
17173,Kepler-231 c,0,19.27154680,,,,,,,,,4147.00,0.57,0.59,-0.260,,4.70,3.470,
17174,Kepler-231 c,0,19.26930046,0.112100,,,,,,345,M1 V,3767.00,0.48,0.51,-0.100,,,,
17175,Kepler-231 c,0,19.27147000,0.117000,,,,0.000000,,406,,4237.00,0.55,0.58,,,4.72,13.800,
17176,Kepler-231 c,0,19.27154680,0.112500,,,,0.000000,3.28,343,,3767.00,0.48,0.51,-0.100,,4.78,,7.1621
17177,Kepler-231 c,0,19.27153424,,,,,,,,,4079.00,0.59,0.64,,-1.059,4.70,,4.3636
17178,Kepler-231 c,0,,,,,,,6.20,,,4078.00,0.61,0.65,,-1.036,,,
17179,Kepler-231 c,0,19.27153892,0.117100,,,,0.000000,5.66,393,,4077.00,0.56,0.58,-0.240,,4.70,,8.4824
17180,Kepler-231 c,0,19.27154680,0.112500,,,,0.000000,3.28,343,,3767.00,0.48,0.51,-0.100,,4.78,,7.1621
17181,Kepler-231 c,0,19.27100000,,24.10000,24.10000,,,,,,,0.61,0.65,,,,,
17182,Kepler-231 c,0,19.27153892,,,,,,,,,4079.00,0.59,0.64,,-1.059,4.70,,4.3636
17183,Kepler-231 c,0,19.27156600,0.114000,,,,,,,,3767.00,0.49,,,,4.78,,
17184,Kepler-232 b,0,4.43124259,,,,,,,,,5654.00,0.95,0.97,0.030,,4.47,4.470,
17185,Kepler-232 b,0,,,,,,,410.58,,,5718.00,1.09,,,,,,
17186,Kepler-232 b,0,4.43124259,0.053600,,,,0.000000,314.29,1074,,5841.00,0.93,1.05,0.070,,4.52,,1.3326
17187,Kepler-232 b,0,4.43122771,,,,,,,,,5570.00,1.14,0.98,,0.052,4.32,,0.9329
17188,Kepler-232 b,0,4.43124259,0.053600,,,,0.000000,314.29,1074,,5841.00,0.93,1.05,0.070,,4.52,,1.3326
17189,Kepler-232 b,0,4.43123554,,,,,,,,,5570.00,1.14,0.98,,0.052,4.32,,0.9329
17190,Kepler-232 b,0,4.43122200,0.054000,,,,,,,,5847.00,0.97,,,,4.50,,
17191,Kepler-232 b,0,4.43123849,0.052900,,,,0.000000,351.23,1104,,5714.00,1.01,1.01,0.160,,4.43,,1.0200
17192,Kepler-232 b,0,4.43124259,0.053600,,,,0.000000,314.29,1074,,5841.00,0.93,1.05,0.070,,4.52,,1.3326
17193,Kepler-232 b,0,4.43123849,,,,,,,,,5570.00,1.14,0.98,,0.052,4.32,,0.9329
17194,Kepler-232 b,0,4.43118500,0.052000,,,,0.000000,,1047,,5774.00,0.88,0.96,,,4.54,1.400,
17195,Kepler-232 c,0,11.37938071,0.100600,,,,0.000000,89.22,784,,5841.00,0.93,1.05,0.070,,4.52,,1.0229
17196,Kepler-232 c,0,11.37939106,,,,,,,,,5570.00,1.14,0.98,,0.052,4.32,,0.9329
17197,Kepler-232 c,0,11.37936986,,,,,,,,,5570.00,1.14,0.98,,0.052,4.32,,0.9329
17198,Kepler-232 c,0,,,,,,,116.52,,,5718.00,1.09,,,,,,
17199,Kepler-232 c,0,11.37934400,0.098000,,,,0.000000,,762,,5774.00,0.88,0.96,,,4.54,1.400,
17200,Kepler-232 c,0,11.37938071,0.100600,,,,0.000000,89.22,784,,5841.00,0.93,1.05,0.070,,4.52,,1.0229
17201,Kepler-232 c,0,11.37938071,,,,,,,,,5654.00,0.95,0.97,0.030,,4.47,4.470,
17202,Kepler-232 c,0,11.37936986,0.099300,,,,0.000000,99.68,806,,5714.00,1.01,1.01,0.160,,4.43,,0.6344
17203,Kepler-232 c,0,11.37937790,,,,,,,,,5570.00,1.14,0.98,,0.052,4.32,,0.9329
17204,Kepler-232 c,0,11.37938071,0.100600,,,,0.000000,89.22,784,,5841.00,0.93,1.05,0.070,,4.52,,1.0229
17205,Kepler-232 c,0,11.37934900,0.101000,,,,,,,,5847.00,0.97,,,,4.50,,
17206,Kepler-233 b,0,8.47238613,,,,,,,,,5175.00,0.85,0.88,,-0.328,4.52,,1.9974
17207,Kepler-233 b,0,8.47237844,0.077800,,,,0.000000,75.44,752,,5354.00,0.79,0.88,-0.080,,4.59,,3.8367
17208,Kepler-233 b,0,8.47237911,0.077800,,,,0.000000,75.44,751,,5354.00,0.79,0.88,-0.080,,4.59,,3.8633
17209,Kepler-233 b,0,8.47237844,,,,,,,,,5261.00,0.80,0.84,-0.090,,4.56,4.680,
17210,Kepler-233 b,0,8.47237844,0.077800,,,,0.000000,75.44,752,,5354.00,0.79,0.88,-0.080,,4.59,,3.8367
17211,Kepler-233 b,0,8.47238200,0.077000,,,,,,,,5360.00,0.76,,,,4.61,,
17212,Kepler-233 b,0,,,,,,,85.13,,,5360.00,0.83,,,,,,
17213,Kepler-233 b,0,8.47238854,,,,,,,,,5175.00,0.85,0.88,,-0.328,4.52,,1.9974
17214,Kepler-233 b,0,8.47237911,,,,,,,,,5175.00,0.85,0.88,,-0.328,4.52,,1.9974
17215,Kepler-233 b,0,8.47239600,0.077000,,,,0.000000,,734,,5331.00,0.75,0.85,,,4.62,0.600,
17216,Kepler-233 b,0,8.47237844,0.077800,,,,0.000000,75.44,752,,5354.00,0.79,0.88,-0.080,,4.59,,3.8367
17217,Kepler-233 c,0,60.41893690,0.288400,,,,0.000000,5.49,390,,5354.00,0.79,0.88,-0.080,,4.59,,4.2644
17218,Kepler-233 c,0,60.41861370,0.288400,,,,0.000000,5.49,390,,5354.00,0.79,0.88,-0.080,,4.59,,1.4651
17219,Kepler-233 c,0,60.41861370,0.288400,,,,0.000000,5.49,390,,5354.00,0.79,0.88,-0.080,,4.59,,1.4651
17220,Kepler-233 c,0,60.41893690,,,,,,,,,5175.00,0.85,0.88,,-0.328,4.52,,1.9974
17221,Kepler-233 c,0,60.41861370,,,,,,,,,5261.00,0.80,0.84,-0.090,,4.56,4.680,
17222,Kepler-233 c,0,60.41861370,0.288400,,,,0.000000,5.49,390,,5354.00,0.79,0.88,-0.080,,4.59,,1.4651
17223,Kepler-233 c,0,60.41898964,,,,,,,,,5175.00,0.85,0.88,,-0.328,4.52,,1.9974
17224,Kepler-233 c,0,60.41896236,,,,,,,,,5175.00,0.85,0.88,,-0.328,4.52,,1.9974
17225,Kepler-233 c,0,60.41916000,0.286000,,,,0.000000,,381,,5331.00,0.75,0.85,,,4.62,0.600,
17226,Kepler-233 c,0,60.41895500,0.287000,,,,,,,,5360.00,0.76,,,,4.61,,
17227,Kepler-233 c,0,,,,,,,6.20,,,5360.00,0.83,,,,,,
17228,Kepler-234 b,0,2.71150600,0.040000,,,,,,,,6224.00,1.11,,,,4.42,,
17229,Kepler-234 b,0,2.71149991,,,,,,,,,5929.00,1.25,1.08,,0.240,4.28,,0.7820
17230,Kepler-234 b,0,,,,,,,1007.72,,,5911.00,1.22,,,,,,
17231,Kepler-234 b,0,2.71153770,,,,,,,,,5929.00,1.25,1.08,,0.240,4.28,,0.7820
17232,Kepler-234 b,0,2.71150409,,,,,,,,,5929.00,1.25,1.08,,0.240,4.28,,0.7820
17233,Kepler-234 b,0,2.71150258,0.039900,,,,0.000000,920.54,1405,,6167.00,1.06,1.15,0.070,,4.44,,0.2298
17234,Kepler-234 b,0,2.71150409,0.040100,,,,0.000000,960.79,1420,,6214.00,1.08,1.17,0.070,,4.44,,0.9162
17235,Kepler-234 b,0,2.71148200,0.039000,,,,0.000000,,1372,,6157.00,1.00,1.09,,,4.48,0.300,
17236,Kepler-234 b,0,2.71150258,,,,,,,,,6003.00,1.15,1.11,0.090,,4.36,3.470,
17237,Kepler-234 b,0,2.71150258,0.039900,,,,0.000000,920.54,1405,,6167.00,1.06,1.15,0.070,,4.44,,0.2298
17238,Kepler-234 b,0,2.71150258,0.039900,,,,0.000000,920.54,1405,,6167.00,1.06,1.15,0.070,,4.44,,0.2298
17239,Kepler-234 c,0,7.21203748,0.077000,,,,0.000000,260.58,1025,,6214.00,1.08,1.17,0.070,,4.44,,0.9987
17240,Kepler-234 c,0,7.21204844,,,,,,,,,5929.00,1.25,1.08,,0.240,4.28,,0.7820
17241,Kepler-234 c,0,7.21204152,0.076500,,,,0.000000,250.42,1015,,6167.00,1.06,1.15,0.070,,4.44,,0.9965
17242,Kepler-234 c,0,7.21203100,0.075000,,,,0.000000,,990,,6157.00,1.00,1.09,,,4.48,0.300,
17243,Kepler-234 c,0,7.21196017,,,,,,,,,5929.00,1.25,1.08,,0.240,4.28,,0.7820
17244,Kepler-234 c,0,7.21203748,,,,,,,,,5929.00,1.25,1.08,,0.240,4.28,,0.7820
17245,Kepler-234 c,0,,,,,,,273.30,,,5911.00,1.22,,,,,,
17246,Kepler-234 c,0,7.21204152,0.076500,,,,0.000000,250.42,1015,,6167.00,1.06,1.15,0.070,,4.44,,0.9965
17247,Kepler-234 c,0,7.21204152,0.076500,,,,0.000000,250.42,1015,,6167.00,1.06,1.15,0.070,,4.44,,0.9965
17248,Kepler-234 c,0,7.21204152,,,,,,,,,6003.00,1.15,1.11,0.090,,4.36,3.470,
17249,Kepler-234 c,0,7.21205000,0.077000,,,,,,,,6224.00,1.11,,,,4.42,,
17250,Kepler-235 b,0,3.34021884,,,,,,,,,4074.00,0.64,0.64,,-0.999,4.64,,3.5114
17251,Kepler-235 b,0,3.34021884,0.034800,,,,0.000000,43.73,656,,3950.00,0.49,0.50,-0.460,,4.75,,3.2359
17252,Kepler-235 b,0,3.34021900,0.037000,,,,0.000000,,723,,4243.00,0.55,0.58,,,4.72,13.900,
17253,Kepler-235 b,0,3.34021995,0.035000,,,,0.000000,38.42,635,,3887.00,0.48,0.51,-0.360,,4.78,,2.2437
17254,Kepler-235 b,0,,,,,,,55.94,,,4000.00,0.59,0.63,,-1.102,,,
17255,Kepler-235 b,0,,,,,,,66.33,,,3949.00,0.61,,,,,,
17256,Kepler-235 b,0,3.34022200,0.037000,,,,,,,,4255.00,0.55,,,,4.73,,
17257,Kepler-235 b,0,3.34022152,,,,,,,,,4074.00,0.64,0.64,,-0.999,4.64,,3.5114
17258,Kepler-235 b,0,3.34022436,,,,,,38.49,,,4074.00,0.64,0.64,,-0.999,4.64,,3.5114
17259,Kepler-235 b,0,3.34021995,0.035000,,,,0.000000,38.42,635,,3887.00,0.48,0.51,-0.360,,4.78,,2.2437
17260,Kepler-235 b,0,3.34021780,0.034820,,,,,44.00,731,,3996.00,0.49,0.51,-0.510,-1.253,4.75,6.000,4.1400
17261,Kepler-235 b,0,3.34021921,,,,,,,,,4074.00,0.64,0.64,,-0.999,4.64,,3.5114
17262,Kepler-235 b,0,3.34024000,0.034870,,,,,,638,M0 V,3887.00,0.48,0.51,-0.360,,,,
17263,Kepler-235 b,0,3.34021995,,,,,,,,,4067.00,0.53,0.54,-0.420,,4.73,3.800,
17264,Kepler-235 b,0,3.34021995,0.035000,,,,0.000000,38.42,635,,3887.00,0.48,0.51,-0.360,,4.78,,2.2437
17265,Kepler-235 c,0,7.82504600,0.061410,,,,,14.20,555,,3996.00,0.49,0.51,-0.510,-1.253,4.75,6.000,4.1400
17266,Kepler-235 c,0,7.82494897,,,,,,,,,4074.00,0.64,0.64,,-0.999,4.64,,3.5114
17267,Kepler-235 c,0,,,,,,,17.98,,,4000.00,0.59,0.63,,-1.102,,,
17268,Kepler-235 c,0,7.82490400,0.065000,,,,,,,,4255.00,0.55,,,,4.73,,
17269,Kepler-235 c,0,7.82502168,,,,,,,,,4074.00,0.64,0.64,,-0.999,4.64,,3.5114
17270,Kepler-235 c,0,7.82496000,0.064000,,,,0.000000,,550,,4243.00,0.55,0.58,,,4.72,13.900,
17271,Kepler-235 c,0,,,,,,,21.31,,,3949.00,0.61,,,,,,
17272,Kepler-235 c,0,7.82501206,0.061700,,,,0.000000,12.36,478,,3887.00,0.48,0.51,-0.360,,4.78,,4.1225
17273,Kepler-235 c,0,7.82501206,0.061700,,,,0.000000,12.36,478,,3887.00,0.48,0.51,-0.360,,4.78,,4.1225
17274,Kepler-235 c,0,7.82502168,0.061400,,,,0.000000,14.05,494,,3950.00,0.49,0.50,-0.460,,4.75,,2.5451
17275,Kepler-235 c,0,7.82501206,,,,,,,,,4067.00,0.53,0.54,-0.420,,4.73,3.800,
17276,Kepler-235 c,0,7.82527952,,,,,,12.37,,,4074.00,0.64,0.64,,-0.999,4.64,,3.5114
17277,Kepler-235 c,0,7.82501206,0.061700,,,,0.000000,12.36,478,,3887.00,0.48,0.51,-0.360,,4.78,,4.1225
17278,Kepler-235 d,0,20.06057000,0.121000,,,,0.000000,,400,,4243.00,0.55,0.58,,,4.72,13.900,
17279,Kepler-235 d,0,20.06055885,,,,,,,,,4074.00,0.64,0.64,,-0.999,4.64,,3.5114
17280,Kepler-235 d,0,,,,,,,6.07,,,3949.00,0.61,,,,,,
17281,Kepler-235 d,0,20.06037454,0.115500,,,,0.000000,3.53,350,,3887.00,0.48,0.51,-0.360,,4.78,,3.8004
17282,Kepler-235 d,0,20.06036336,0.115000,,,,0.000000,4.00,361,,3950.00,0.49,0.50,-0.460,,4.75,,3.0945
17283,Kepler-235 d,0,20.06037454,0.115500,,,,0.000000,3.53,350,,3887.00,0.48,0.51,-0.360,,4.78,,3.8004
17284,Kepler-235 d,0,20.06054800,0.122000,,,,,,,,4255.00,0.55,,,,4.73,,
17285,Kepler-235 d,0,20.06085968,0.115210,,,,,,351,M0 V,3887.00,0.48,0.51,-0.360,,,,
17286,Kepler-235 d,0,20.06037454,0.115500,,,,0.000000,3.53,350,,3887.00,0.48,0.51,-0.360,,4.78,,3.8004
17287,Kepler-235 d,0,20.06036336,,,,,,,,,4074.00,0.64,0.64,,-0.999,4.64,,3.5114
17288,Kepler-235 d,0,,,,,,,5.12,,,4000.00,0.59,0.63,,-1.102,,,
17289,Kepler-235 d,0,20.05993080,,,,,,3.53,,,4074.00,0.64,0.64,,-0.999,4.64,,3.5114
17290,Kepler-235 d,0,20.06039000,0.115000,,,,,4.03,401,,3996.00,0.49,0.51,-0.510,-1.253,4.75,6.000,4.1400
17291,Kepler-235 d,0,20.06037454,,,,,,,,,4067.00,0.53,0.54,-0.420,,4.73,3.800,
17292,Kepler-235 d,0,20.06031851,,,,,,,,,4074.00,0.64,0.64,,-0.999,4.64,,3.5114
17293,Kepler-235 e,0,46.18420390,,,,,,,,,4074.00,0.64,0.64,,-0.999,4.64,,3.5114
17294,Kepler-235 e,0,46.18406000,0.201200,,,,,1.33,306,,3996.00,0.49,0.51,-0.510,-1.253,4.75,6.000,4.1400
17295,Kepler-235 e,0,46.18428829,,,,,,1.16,,,4074.00,0.64,0.64,,-0.999,4.64,,3.5114
17296,Kepler-235 e,0,,,,,,,2.00,,,3949.00,0.61,,,,,,
17297,Kepler-235 e,0,46.18418752,,,,,,,,,4074.00,0.64,0.64,,-0.999,4.64,,3.5114
17298,Kepler-235 e,0,46.18468647,,,,,,,,,4074.00,0.64,0.64,,-0.999,4.64,,3.5114
17299,Kepler-235 e,0,46.18415000,0.201400,,,,0.000000,1.16,265,,3887.00,0.48,0.51,-0.360,,4.78,,4.2463
17300,Kepler-235 e,0,46.18366900,0.213000,,,,,,,,4255.00,0.55,,,,4.73,,
17301,Kepler-235 e,0,,,,,,,1.69,,,4000.00,0.59,0.63,,-1.102,,,
17302,Kepler-235 e,0,46.18420390,0.200500,,,,0.000000,1.32,273,,3950.00,0.49,0.50,-0.460,,4.75,,3.9978
17303,Kepler-235 e,0,46.18415000,0.201400,,,,0.000000,1.16,265,,3887.00,0.48,0.51,-0.360,,4.78,,4.2463
17304,Kepler-235 e,0,46.18510056,0.200870,,,,,,266,M0 V,3887.00,0.48,0.51,-0.360,,,,
17305,Kepler-235 e,0,46.18415000,0.201400,,,,0.000000,1.16,265,,3887.00,0.48,0.51,-0.360,,4.78,,4.2463
17306,Kepler-235 e,0,46.18415000,,,,,,,,,4067.00,0.53,0.54,-0.420,,4.73,3.800,
17307,Kepler-235 e,0,46.18288000,0.210000,,,,0.000000,,303,,4243.00,0.55,0.58,,,4.72,13.900,
17308,Kepler-236 b,0,8.29561738,0.065200,,,,0.000000,11.39,469,,3747.00,0.52,0.54,0.100,,4.73,,4.1893
17309,Kepler-236 b,0,,,,,,,15.63,,,3747.00,0.61,,,,,,
17310,Kepler-236 b,0,8.29561100,0.065000,,,,,,,,3750.00,0.51,,,,4.75,,
17311,Kepler-236 b,0,8.29559431,,,,,,,,,3931.00,0.56,0.58,-0.050,,4.71,3.160,
17312,Kepler-236 b,0,8.29559431,0.065300,,,,0.000000,10.80,462,,3750.00,0.51,0.54,0.080,,4.75,,37.8655
17313,Kepler-236 b,0,8.29559431,0.065300,,,,0.000000,10.80,462,,3750.00,0.51,0.54,0.080,,4.75,,37.8655
17314,Kepler-236 b,0,,,,,,,13.00,,,3866.00,0.55,0.59,,-1.229,,,
17315,Kepler-236 b,0,8.29559431,0.065300,,,,0.000000,10.80,462,,3750.00,0.51,0.54,0.080,,4.75,,37.8655
17316,Kepler-236 b,0,8.29562997,,,,,,,,,3840.00,0.61,0.60,,-1.138,4.64,,3.7057
17317,Kepler-236 b,0,8.29561000,0.066000,,,,0.000000,,504,,4055.00,0.52,0.55,,,4.74,13.700,
